indice_i,id_i,w,d,day,mtb,accettato
3,170,1,4,8,20,0.0
3,170,2,0,8,20,0.0
3,170,2,1,8,20,0.0
3,170,2,2,8,20,0.0
3,170,2,3,8,20,0.0
3,170,2,4,8,20,0.0
4,171,1,0,8,11,1.0
4,171,1,1,8,11,0.0
4,171,1,2,8,11,0.0
4,171,1,3,8,11,0.0
4,171,1,4,8,11,0.0
4,171,2,0,8,11,0.0
4,171,2,1,8,11,0.0
4,171,2,2,8,11,0.0
4,171,2,3,8,11,0.0
4,171,2,4,8,11,0.0
5,172,1,0,8,18,1.0
5,172,1,1,8,18,0.0
5,172,1,2,8,18,0.0
5,172,1,3,8,18,0.0
5,172,1,4,8,18,0.0
5,172,2,0,8,18,0.0
5,172,2,1,8,18,0.0
5,172,2,2,8,18,0.0
5,172,2,3,8,18,0.0
5,172,2,4,8,18,0.0
6,173,1,0,8,11,1.0
6,173,1,1,8,11,0.0
6,173,1,2,8,11,0.0
6,173,1,3,8,11,0.0
6,173,1,4,8,11,0.0
6,173,2,0,8,11,0.0
6,173,2,1,8,11,0.0
6,173,2,2,8,11,0.0
6,173,2,3,8,11,0.0
6,173,2,4,8,11,0.0
7,174,1,0,8,18,1.0
7,174,1,1,8,18,0.0
7,174,1,2,8,18,0.0
7,174,1,3,8,18,0.0
7,174,1,4,8,18,0.0
7,174,2,0,8,18,0.0
7,174,2,1,8,18,0.0
7,174,2,2,8,18,0.0
7,174,2,3,8,18,0.0
7,174,2,4,8,18,0.0
8,175,1,0,8,11,1.0
8,175,1,1,8,11,0.0
8,175,1,2,8,11,0.0
8,175,1,3,8,11,0.0
8,175,1,4,8,11,0.0
8,175,2,0,8,11,0.0
8,175,2,1,8,11,0.0
8,175,2,2,8,11,0.0
8,175,2,3,8,11,0.0
8,175,2,4,8,11,0.0
9,176,1,0,8,8,1.0
9,176,1,1,8,8,0.0
9,176,1,2,8,8,0.0
9,176,1,3,8,8,0.0
9,176,1,4,8,8,0.0
9,176,2,0,8,8,0.0
9,176,2,1,8,8,0.0
9,176,2,2,8,8,0.0
9,176,2,3,8,8,0.0
9,176,2,4,8,8,0.0
10,177,1,0,8,14,0.0
10,177,1,1,8,14,0.0
10,177,1,2,8,14,0.0
10,177,1,3,8,14,0.0
10,177,1,4,8,14,0.0
10,177,2,0,8,14,1.0
10,177,2,1,8,14,0.0
10,177,2,2,8,14,0.0
10,177,2,3,8,14,0.0
10,177,2,4,8,14,0.0
11,178,1,0,8,12,0.0
11,178,1,1,8,12,0.0
11,178,1,2,8,12,0.0
11,178,1,3,8,12,0.0
11,178,1,4,8,12,0.0
11,178,2,0,8,12,1.0
11,178,2,1,8,12,0.0
11,178,2,2,8,12,0.0
11,178,2,3,8,12,0.0
11,178,2,4,8,12,0.0
12,179,1,0,8,19,0.0
12,179,1,1,8,19,0.0
12,179,1,2,8,19,0.0
12,179,1,3,8,19,0.0
12,179,1,4,8,19,0.0
12,179,2,0,8,19,1.0
12,179,2,1,8,19,0.0
12,179,2,2,8,19,0.0
12,179,2,3,8,19,0.0
12,179,2,4,8,19,0.0
13,180,1,0,8,17,0.0
13,180,1,1,8,17,0.0
13,180,1,2,8,17,0.0
13,180,1,3,8,17,0.0
13,180,1,4,8,17,0.0
13,180,2,0,8,17,1.0
13,180,2,1,8,17,0.0
13,180,2,2,8,17,0.0
13,180,2,3,8,17,0.0
13,180,2,4,8,17,0.0
14,181,1,0,8,21,0.0
14,181,1,1,8,21,0.0
14,181,1,2,8,21,0.0
14,181,1,3,8,21,0.0
14,181,1,4,8,21,0.0
14,181,2,0,8,21,1.0
14,181,2,1,8,21,0.0
14,181,2,2,8,21,0.0
14,181,2,3,8,21,0.0
14,181,2,4,8,21,0.0
15,182,1,0,8,18,0.0
15,182,1,1,8,18,0.0
15,182,1,2,8,18,0.0
15,182,1,3,8,18,0.0
15,182,1,4,8,18,0.0
15,182,2,0,8,18,1.0
15,182,2,1,8,18,0.0
15,182,2,2,8,18,0.0
15,182,2,3,8,18,0.0
15,182,2,4,8,18,0.0
16,183,1,0,8,9,0.0
16,183,1,1,8,9,0.0
16,183,1,2,8,9,0.0
16,183,1,3,8,9,0.0
16,183,1,4,8,9,0.0
16,183,2,0,8,9,1.0
16,183,2,1,8,9,0.0
16,183,2,2,8,9,0.0
16,183,2,3,8,9,0.0
16,183,2,4,8,9,0.0
17,184,1,0,8,11,0.0
17,184,1,1,8,11,0.0
17,184,1,2,8,11,0.0
17,184,1,3,8,11,0.0
17,184,1,4,8,11,0.0
17,184,2,0,8,11,1.0
17,184,2,1,8,11,0.0
17,184,2,2,8,11,0.0
17,184,2,3,8,11,0.0
17,184,2,4,8,11,0.0
18,185,1,0,8,15,0.0
18,185,1,1,8,15,0.0
18,185,1,2,8,15,0.0
18,185,1,3,8,15,0.0
18,185,1,4,8,15,0.0
18,185,2,0,8,15,1.0
18,185,2,1,8,15,0.0
18,185,2,2,8,15,0.0
18,185,2,3,8,15,0.0
18,185,2,4,8,15,0.0
19,186,1,0,8,8,0.0
19,186,1,1,8,8,1.0
19,186,1,2,8,8,0.0
19,186,1,3,8,8,0.0
19,186,1,4,8,8,0.0
19,186,2,0,8,8,0.0
19,186,2,1,8,8,0.0
19,186,2,2,8,8,0.0
19,186,2,3,8,8,0.0
19,186,2,4,8,8,0.0
20,187,1,0,8,23,0.0
20,187,1,1,8,23,1.0
20,187,1,2,8,23,0.0
20,187,1,3,8,23,0.0
20,187,1,4,8,23,0.0
20,187,2,0,8,23,0.0
20,187,2,1,8,23,0.0
20,187,2,2,8,23,0.0
20,187,2,3,8,23,0.0
20,187,2,4,8,23,0.0
21,188,1,0,8,25,0.0
21,188,1,1,8,25,1.0
21,188,1,2,8,25,0.0
21,188,1,3,8,25,0.0
21,188,1,4,8,25,0.0
21,188,2,0,8,25,0.0
21,188,2,1,8,25,0.0
21,188,2,2,8,25,0.0
21,188,2,3,8,25,0.0
21,188,2,4,8,25,0.0
22,189,1,0,8,18,0.0
22,189,1,1,8,18,1.0
22,189,1,2,8,18,0.0
22,189,1,3,8,18,0.0
22,189,1,4,8,18,0.0
22,189,2,0,8,18,0.0
22,189,2,1,8,18,0.0
22,189,2,2,8,18,0.0
22,189,2,3,8,18,0.0
22,189,2,4,8,18,0.0
23,190,1,0,8,13,0.0
23,190,1,1,8,13,1.0
23,190,1,2,8,13,0.0
23,190,1,3,8,13,0.0
23,190,1,4,8,13,0.0
23,190,2,0,8,13,0.0
23,190,2,1,8,13,0.0
23,190,2,2,8,13,0.0
23,190,2,3,8,13,0.0
23,190,2,4,8,13,0.0
24,191,1,0,8,18,0.0
24,191,1,1,8,18,1.0
24,191,1,2,8,18,0.0
24,191,1,3,8,18,0.0
24,191,1,4,8,18,0.0
24,191,2,0,8,18,0.0
24,191,2,1,8,18,0.0
24,191,2,2,8,18,0.0
24,191,2,3,8,18,0.0
24,191,2,4,8,18,0.0
25,192,1,0,8,8,0.0
25,192,1,1,8,8,1.0
25,192,1,2,8,8,0.0
25,192,1,3,8,8,0.0
25,192,1,4,8,8,0.0
25,192,2,0,8,8,0.0
25,192,2,1,8,8,0.0
25,192,2,2,8,8,0.0
25,192,2,3,8,8,0.0
25,192,2,4,8,8,0.0
26,193,1,0,8,18,0.0
26,193,1,1,8,18,1.0
26,193,1,2,8,18,0.0
26,193,1,3,8,18,0.0
26,193,1,4,8,18,0.0
26,193,2,0,8,18,0.0
26,193,2,1,8,18,0.0
26,193,2,2,8,18,0.0
26,193,2,3,8,18,0.0
26,193,2,4,8,18,0.0
27,194,1,0,9,11,0.0
27,194,1,1,9,11,0.0
27,194,1,2,9,11,0.0
27,194,1,3,9,11,0.0
27,194,1,4,9,11,0.0
27,194,2,0,9,11,0.0
27,194,2,1,9,11,1.0
27,194,2,2,9,11,0.0
27,194,2,3,9,11,0.0
27,194,2,4,9,11,0.0
28,195,1,0,9,20,0.0
28,195,1,1,9,20,1.0
28,195,1,2,9,20,0.0
28,195,1,3,9,20,0.0
28,195,1,4,9,20,0.0
28,195,2,0,9,20,0.0
28,195,2,1,9,20,0.0
28,195,2,2,9,20,0.0
28,195,2,3,9,20,0.0
28,195,2,4,9,20,0.0
29,196,1,0,9,16,0.0
29,196,1,1,9,16,0.0
29,196,1,2,9,16,0.0
29,196,1,3,9,16,0.0
29,196,1,4,9,16,0.0
29,196,2,0,9,16,0.0
29,196,2,1,9,16,1.0
29,196,2,2,9,16,0.0
29,196,2,3,9,16,0.0
29,196,2,4,9,16,0.0
30,197,1,0,9,11,0.0
30,197,1,1,9,11,0.0
30,197,1,2,9,11,0.0
30,197,1,3,9,11,0.0
30,197,1,4,9,11,0.0
30,197,2,0,9,11,0.0
30,197,2,1,9,11,1.0
30,197,2,2,9,11,0.0
30,197,2,3,9,11,0.0
30,197,2,4,9,11,0.0
31,198,1,0,9,16,0.0
31,198,1,1,9,16,0.0
31,198,1,2,9,16,0.0
31,198,1,3,9,16,0.0
31,198,1,4,9,16,0.0
31,198,2,0,9,16,0.0
31,198,2,1,9,16,1.0
31,198,2,2,9,16,0.0
31,198,2,3,9,16,0.0
31,198,2,4,9,16,0.0
32,199,1,0,9,9,0.0
32,199,1,1,9,9,0.0
32,199,1,2,9,9,0.0
32,199,1,3,9,9,0.0
32,199,1,4,9,9,0.0
32,199,2,0,9,9,0.0
32,199,2,1,9,9,1.0
32,199,2,2,9,9,0.0
32,199,2,3,9,9,0.0
32,199,2,4,9,9,0.0
33,200,1,0,9,6,0.0
33,200,1,1,9,6,0.0
33,200,1,2,9,6,0.0
33,200,1,3,9,6,0.0
33,200,1,4,9,6,0.0
33,200,2,0,9,6,0.0
33,200,2,1,9,6,1.0
33,200,2,2,9,6,0.0
33,200,2,3,9,6,0.0
33,200,2,4,9,6,0.0
34,201,1,0,9,19,0.0
34,201,1,1,9,19,0.0
34,201,1,2,9,19,0.0
34,201,1,3,9,19,0.0
34,201,1,4,9,19,0.0
34,201,2,0,9,19,0.0
34,201,2,1,9,19,1.0
34,201,2,2,9,19,0.0
34,201,2,3,9,19,0.0
34,201,2,4,9,19,0.0
35,202,1,0,9,17,0.0
35,202,1,1,9,17,0.0
35,202,1,2,9,17,0.0
35,202,1,3,9,17,0.0
35,202,1,4,9,17,0.0
35,202,2,0,9,17,0.0
35,202,2,1,9,17,1.0
35,202,2,2,9,17,0.0
35,202,2,3,9,17,0.0
35,202,2,4,9,17,0.0
36,203,1,0,9,12,0.0
36,203,1,1,9,12,0.0
36,203,1,2,9,12,1.0
36,203,1,3,9,12,0.0
36,203,1,4,9,12,0.0
36,203,2,0,9,12,0.0
36,203,2,1,9,12,0.0
36,203,2,2,9,12,0.0
36,203,2,3,9,12,0.0
36,203,2,4,9,12,0.0
37,204,1,0,9,15,0.0
37,204,1,1,9,15,0.0
37,204,1,2,9,15,1.0
37,204,1,3,9,15,0.0
37,204,1,4,9,15,0.0
37,204,2,0,9,15,0.0
37,204,2,1,9,15,0.0
37,204,2,2,9,15,0.0
37,204,2,3,9,15,0.0
37,204,2,4,9,15,0.0
38,205,1,0,9,18,0.0
38,205,1,1,9,18,0.0
38,205,1,2,9,18,1.0
38,205,1,3,9,18,0.0
38,205,1,4,9,18,0.0
38,205,2,0,9,18,0.0
38,205,2,1,9,18,0.0
38,205,2,2,9,18,0.0
38,205,2,3,9,18,0.0
38,205,2,4,9,18,0.0
39,206,1,0,9,16,0.0
39,206,1,1,9,16,0.0
39,206,1,2,9,16,1.0
39,206,1,3,9,16,0.0
39,206,1,4,9,16,0.0
39,206,2,0,9,16,0.0
39,206,2,1,9,16,0.0
39,206,2,2,9,16,0.0
39,206,2,3,9,16,0.0
39,206,2,4,9,16,0.0
40,207,1,0,9,11,0.0
40,207,1,1,9,11,0.0
40,207,1,2,9,11,1.0
40,207,1,3,9,11,0.0
40,207,1,4,9,11,0.0
40,207,2,0,9,11,0.0
40,207,2,1,9,11,0.0
40,207,2,2,9,11,0.0
40,207,2,3,9,11,0.0
40,207,2,4,9,11,0.0
41,208,1,0,9,27,0.0
41,208,1,1,9,27,0.0
41,208,1,2,9,27,1.0
41,208,1,3,9,27,0.0
41,208,1,4,9,27,0.0
41,208,2,0,9,27,0.0
41,208,2,1,9,27,0.0
41,208,2,2,9,27,0.0
41,208,2,3,9,27,0.0
41,208,2,4,9,27,0.0
42,209,1,0,9,12,0.0
42,209,1,1,9,12,0.0
42,209,1,2,9,12,1.0
42,209,1,3,9,12,0.0
42,209,1,4,9,12,0.0
42,209,2,0,9,12,0.0
42,209,2,1,9,12,0.0
42,209,2,2,9,12,0.0
42,209,2,3,9,12,0.0
42,209,2,4,9,12,0.0
43,210,1,0,9,19,0.0
43,210,1,1,9,19,0.0
43,210,1,2,9,19,0.0
43,210,1,3,9,19,0.0
43,210,1,4,9,19,0.0
43,210,2,0,9,19,0.0
43,210,2,1,9,19,0.0
43,210,2,2,9,19,1.0
43,210,2,3,9,19,0.0
43,210,2,4,9,19,0.0
44,211,1,0,9,22,0.0
44,211,1,1,9,22,0.0
44,211,1,2,9,22,0.0
44,211,1,3,9,22,0.0
44,211,1,4,9,22,0.0
44,211,2,0,9,22,0.0
44,211,2,1,9,22,1.0
44,211,2,2,9,22,0.0
44,211,2,3,9,22,0.0
44,211,2,4,9,22,0.0
45,212,1,0,9,4,0.0
45,212,1,1,9,4,0.0
45,212,1,2,9,4,0.0
45,212,1,3,9,4,0.0
45,212,1,4,9,4,0.0
45,212,2,0,9,4,0.0
45,212,2,1,9,4,0.0
45,212,2,2,9,4,1.0
45,212,2,3,9,4,0.0
45,212,2,4,9,4,0.0
46,213,1,0,9,16,0.0
46,213,1,1,9,16,0.0
46,213,1,2,9,16,1.0
46,213,1,3,9,16,0.0
46,213,1,4,9,16,0.0
46,213,2,0,9,16,0.0
46,213,2,1,9,16,0.0
46,213,2,2,9,16,0.0
46,213,2,3,9,16,0.0
46,213,2,4,9,16,0.0
47,214,1,0,9,9,0.0
47,214,1,1,9,9,0.0
47,214,1,2,9,9,0.0
47,214,1,3,9,9,0.0
47,214,1,4,9,9,0.0
47,214,2,0,9,9,0.0
47,214,2,1,9,9,0.0
47,214,2,2,9,9,1.0
47,214,2,3,9,9,0.0
47,214,2,4,9,9,0.0
48,215,1,0,10,25,0.0
48,215,1,1,10,25,0.0
48,215,1,2,10,25,0.0
48,215,1,3,10,25,0.0
48,215,1,4,10,25,0.0
48,215,2,0,10,25,0.0
48,215,2,1,10,25,0.0
48,215,2,2,10,25,1.0
48,215,2,3,10,25,0.0
48,215,2,4,10,25,0.0
49,216,1,0,10,16,0.0
49,216,1,1,10,16,0.0
49,216,1,2,10,16,0.0
49,216,1,3,10,16,0.0
49,216,1,4,10,16,0.0
49,216,2,0,10,16,0.0
49,216,2,1,10,16,0.0
49,216,2,2,10,16,1.0
49,216,2,3,10,16,0.0
49,216,2,4,10,16,0.0
50,217,1,0,10,24,0.0
50,217,1,1,10,24,0.0
50,217,1,2,10,24,0.0
50,217,1,3,10,24,0.0
50,217,1,4,10,24,0.0
50,217,2,0,10,24,0.0
50,217,2,1,10,24,0.0
50,217,2,2,10,24,1.0
50,217,2,3,10,24,0.0
50,217,2,4,10,24,0.0
51,218,1,0,10,10,0.0
51,218,1,1,10,10,0.0
51,218,1,2,10,10,0.0
51,218,1,3,10,10,0.0
51,218,1,4,10,10,0.0
51,218,2,0,10,10,0.0
51,218,2,1,10,10,0.0
51,218,2,2,10,10,1.0
51,218,2,3,10,10,0.0
51,218,2,4,10,10,0.0
52,219,1,0,10,21,0.0
52,219,1,1,10,21,0.0
52,219,1,2,10,21,0.0
52,219,1,3,10,21,0.0
52,219,1,4,10,21,0.0
52,219,2,0,10,21,0.0
52,219,2,1,10,21,0.0
52,219,2,2,10,21,1.0
52,219,2,3,10,21,0.0
52,219,2,4,10,21,0.0
53,220,1,0,10,17,0.0
53,220,1,1,10,17,0.0
53,220,1,2,10,17,0.0
53,220,1,3,10,17,1.0
53,220,1,4,10,17,0.0
53,220,2,0,10,17,0.0
53,220,2,1,10,17,0.0
53,220,2,2,10,17,0.0
53,220,2,3,10,17,0.0
53,220,2,4,10,17,0.0
54,221,1,0,10,13,0.0
54,221,1,1,10,13,0.0
54,221,1,2,10,13,0.0
54,221,1,3,10,13,1.0
54,221,1,4,10,13,0.0
54,221,2,0,10,13,0.0
54,221,2,1,10,13,0.0
54,221,2,2,10,13,0.0
54,221,2,3,10,13,0.0
54,221,2,4,10,13,0.0
55,222,1,0,10,15,0.0
55,222,1,1,10,15,0.0
55,222,1,2,10,15,0.0
55,222,1,3,10,15,1.0
55,222,1,4,10,15,0.0
55,222,2,0,10,15,0.0
55,222,2,1,10,15,0.0
55,222,2,2,10,15,0.0
55,222,2,3,10,15,0.0
55,222,2,4,10,15,0.0
56,223,1,0,10,19,0.0
56,223,1,1,10,19,0.0
56,223,1,2,10,19,0.0
56,223,1,3,10,19,1.0
56,223,1,4,10,19,0.0
56,223,2,0,10,19,0.0
56,223,2,1,10,19,0.0
56,223,2,2,10,19,0.0
56,223,2,3,10,19,0.0
56,223,2,4,10,19,0.0
57,224,1,0,10,12,0.0
57,224,1,1,10,12,0.0
57,224,1,2,10,12,0.0
57,224,1,3,10,12,1.0
57,224,1,4,10,12,0.0
57,224,2,0,10,12,0.0
57,224,2,1,10,12,0.0
57,224,2,2,10,12,0.0
57,224,2,3,10,12,0.0
57,224,2,4,10,12,0.0
58,225,1,0,10,17,0.0
58,225,1,1,10,17,0.0
58,225,1,2,10,17,0.0
58,225,1,3,10,17,1.0
58,225,1,4,10,17,0.0
58,225,2,0,10,17,0.0
58,225,2,1,10,17,0.0
58,225,2,2,10,17,0.0
58,225,2,3,10,17,0.0
58,225,2,4,10,17,0.0
59,226,1,0,10,10,0.0
59,226,1,1,10,10,0.0
59,226,1,2,10,10,0.0
59,226,1,3,10,10,1.0
59,226,1,4,10,10,0.0
59,226,2,0,10,10,0.0
59,226,2,1,10,10,0.0
59,226,2,2,10,10,0.0
59,226,2,3,10,10,0.0
59,226,2,4,10,10,0.0
60,227,1,0,10,15,0.0
60,227,1,1,10,15,0.0
60,227,1,2,10,15,0.0
60,227,1,3,10,15,1.0
60,227,1,4,10,15,0.0
60,227,2,0,10,15,0.0
60,227,2,1,10,15,0.0
60,227,2,2,10,15,0.0
60,227,2,3,10,15,0.0
60,227,2,4,10,15,0.0
61,228,1,0,10,25,1.0
61,228,1,1,10,25,0.0
61,228,1,2,10,25,0.0
61,228,1,3,10,25,0.0
61,228,1,4,10,25,0.0
61,228,2,0,10,25,0.0
61,228,2,1,10,25,0.0
61,228,2,2,10,25,0.0
61,228,2,3,10,25,0.0
61,228,2,4,10,25,0.0
62,229,1,0,10,20,0.0
62,229,1,1,10,20,0.0
62,229,1,2,10,20,0.0
62,229,1,3,10,20,0.0
62,229,1,4,10,20,0.0
62,229,2,0,10,20,0.0
62,229,2,1,10,20,0.0
62,229,2,2,10,20,0.0
62,229,2,3,10,20,1.0
62,229,2,4,10,20,0.0
63,230,1,0,10,15,0.0
63,230,1,1,10,15,0.0
63,230,1,2,10,15,0.0
63,230,1,3,10,15,0.0
63,230,1,4,10,15,0.0
63,230,2,0,10,15,0.0
63,230,2,1,10,15,0.0
63,230,2,2,10,15,0.0
63,230,2,3,10,15,1.0
63,230,2,4,10,15,0.0
64,231,1,0,10,18,0.0
64,231,1,1,10,18,0.0
64,231,1,2,10,18,0.0
64,231,1,3,10,18,0.0
64,231,1,4,10,18,0.0
64,231,2,0,10,18,0.0
64,231,2,1,10,18,0.0
64,231,2,2,10,18,0.0
64,231,2,3,10,18,1.0
64,231,2,4,10,18,0.0
65,232,1,0,10,25,0.0
65,232,1,1,10,25,0.0
65,232,1,2,10,25,0.0
65,232,1,3,10,25,0.0
65,232,1,4,10,25,0.0
65,232,2,0,10,25,0.0
65,232,2,1,10,25,0.0
65,232,2,2,10,25,0.0
65,232,2,3,10,25,1.0
65,232,2,4,10,25,0.0
66,233,1,0,10,21,0.0
66,233,1,1,10,21,0.0
66,233,1,2,10,21,0.0
66,233,1,3,10,21,0.0
66,233,1,4,10,21,0.0
66,233,2,0,10,21,0.0
66,233,2,1,10,21,0.0
66,233,2,2,10,21,0.0
66,233,2,3,10,21,1.0
66,233,2,4,10,21,0.0
67,234,1,0,10,23,0.0
67,234,1,1,10,23,0.0
67,234,1,2,10,23,0.0
67,234,1,3,10,23,0.0
67,234,1,4,10,23,0.0
67,234,2,0,10,23,0.0
67,234,2,1,10,23,0.0
67,234,2,2,10,23,0.0
67,234,2,3,10,23,1.0
67,234,2,4,10,23,0.0
68,235,1,0,10,16,0.0
68,235,1,1,10,16,0.0
68,235,1,2,10,16,0.0
68,235,1,3,10,16,0.0
68,235,1,4,10,16,0.0
68,235,2,0,10,16,0.0
68,235,2,1,10,16,0.0
68,235,2,2,10,16,0.0
68,235,2,3,10,16,1.0
68,235,2,4,10,16,0.0
69,236,1,0,10,11,0.0
69,236,1,1,10,11,0.0
69,236,1,2,10,11,0.0
69,236,1,3,10,11,0.0
69,236,1,4,10,11,0.0
69,236,2,0,10,11,0.0
69,236,2,1,10,11,0.0
69,236,2,2,10,11,0.0
69,236,2,3,10,11,1.0
69,236,2,4,10,11,0.0
0,237,1,0,10,10,1.0
0,237,1,1,10,10,0.0
0,237,1,2,10,10,0.0
0,237,1,3,10,10,0.0
0,237,1,4,10,10,0.0
0,237,2,0,10,10,0.0
0,237,2,1,10,10,0.0
0,237,2,2,10,10,0.0
0,237,2,3,10,10,0.0
0,237,2,4,10,10,0.0
1,238,1,0,10,13,1.0
1,238,1,1,10,13,0.0
1,238,1,2,10,13,0.0
1,238,1,3,10,13,0.0
1,238,1,4,10,13,0.0
1,238,2,0,10,13,0.0
1,238,2,1,10,13,0.0
1,238,2,2,10,13,0.0
1,238,2,3,10,13,0.0
1,238,2,4,10,13,0.0
2,239,1,0,10,14,1.0
2,239,1,1,10,14,0.0
2,239,1,2,10,14,0.0
2,239,1,3,10,14,0.0
2,239,1,4,10,14,0.0
2,239,2,0,10,14,0.0
2,239,2,1,10,14,0.0
2,239,2,2,10,14,0.0
2,239,2,3,10,14,0.0
2,239,2,4,10,14,0.0
3,240,1,0,10,7,1.0
3,240,1,1,10,7,0.0
3,240,1,2,10,7,0.0
3,240,1,3,10,7,0.0
3,240,1,4,10,7,0.0
3,240,2,0,10,7,0.0
3,240,2,1,10,7,0.0
3,240,2,2,10,7,0.0
3,240,2,3,10,7,0.0
3,240,2,4,10,7,0.0
4,241,1,0,11,8,1.0
4,241,1,1,11,8,0.0
4,241,1,2,11,8,0.0
4,241,1,3,11,8,0.0
4,241,1,4,11,8,0.0
4,241,2,0,11,8,0.0
4,241,2,1,11,8,0.0
4,241,2,2,11,8,0.0
4,241,2,3,11,8,0.0
4,241,2,4,11,8,0.0
5,242,1,0,11,13,1.0
5,242,1,1,11,13,0.0
5,242,1,2,11,13,0.0
5,242,1,3,11,13,0.0
5,242,1,4,11,13,0.0
5,242,2,0,11,13,0.0
5,242,2,1,11,13,0.0
5,242,2,2,11,13,0.0
5,242,2,3,11,13,0.0
5,242,2,4,11,13,0.0
6,243,1,0,11,18,1.0
6,243,1,1,11,18,0.0
6,243,1,2,11,18,0.0
6,243,1,3,11,18,0.0
6,243,1,4,11,18,0.0
6,243,2,0,11,18,0.0
6,243,2,1,11,18,0.0
6,243,2,2,11,18,0.0
6,243,2,3,11,18,0.0
6,243,2,4,11,18,0.0
7,244,1,0,11,20,1.0
7,244,1,1,11,20,0.0
7,244,1,2,11,20,0.0
7,244,1,3,11,20,0.0
7,244,1,4,11,20,0.0
7,244,2,0,11,20,0.0
7,244,2,1,11,20,0.0
7,244,2,2,11,20,0.0
7,244,2,3,11,20,0.0
7,244,2,4,11,20,0.0
8,245,1,0,11,17,1.0
8,245,1,1,11,17,0.0
8,245,1,2,11,17,0.0
8,245,1,3,11,17,0.0
8,245,1,4,11,17,0.0
8,245,2,0,11,17,0.0
8,245,2,1,11,17,0.0
8,245,2,2,11,17,0.0
8,245,2,3,11,17,0.0
8,245,2,4,11,17,0.0
9,246,1,0,11,26,1.0
9,246,1,1,11,26,0.0
9,246,1,2,11,26,0.0
9,246,1,3,11,26,0.0
9,246,1,4,11,26,0.0
9,246,2,0,11,26,0.0
9,246,2,1,11,26,0.0
9,246,2,2,11,26,0.0
9,246,2,3,11,26,0.0
9,246,2,4,11,26,0.0
10,247,1,0,11,22,0.0
10,247,1,1,11,22,0.0
10,247,1,2,11,22,0.0
10,247,1,3,11,22,0.0
10,247,1,4,11,22,0.0
10,247,2,0,11,22,1.0
10,247,2,1,11,22,0.0
10,247,2,2,11,22,0.0
10,247,2,3,11,22,0.0
10,247,2,4,11,22,0.0
11,248,1,0,11,18,1.0
11,248,1,1,11,18,0.0
11,248,1,2,11,18,0.0
11,248,1,3,11,18,0.0
11,248,1,4,11,18,0.0
11,248,2,0,11,18,0.0
11,248,2,1,11,18,0.0
11,248,2,2,11,18,0.0
11,248,2,3,11,18,0.0
11,248,2,4,11,18,0.0
12,249,1,0,11,16,0.0
12,249,1,1,11,16,0.0
12,249,1,2,11,16,0.0
12,249,1,3,11,16,0.0
12,249,1,4,11,16,0.0
12,249,2,0,11,16,1.0
12,249,2,1,11,16,0.0
12,249,2,2,11,16,0.0
12,249,2,3,11,16,0.0
12,249,2,4,11,16,0.0
13,250,1,0,11,15,0.0
13,250,1,1,11,15,0.0
13,250,1,2,11,15,0.0
13,250,1,3,11,15,0.0
13,250,1,4,11,15,0.0
13,250,2,0,11,15,1.0
13,250,2,1,11,15,0.0
13,250,2,2,11,15,0.0
13,250,2,3,11,15,0.0
13,250,2,4,11,15,0.0
14,251,1,0,11,23,0.0
14,251,1,1,11,23,0.0
14,251,1,2,11,23,0.0
14,251,1,3,11,23,0.0
14,251,1,4,11,23,0.0
14,251,2,0,11,23,1.0
14,251,2,1,11,23,0.0
14,251,2,2,11,23,0.0
14,251,2,3,11,23,0.0
14,251,2,4,11,23,0.0
15,252,1,0,11,14,0.0
15,252,1,1,11,14,0.0
15,252,1,2,11,14,0.0
15,252,1,3,11,14,0.0
15,252,1,4,11,14,0.0
15,252,2,0,11,14,1.0
15,252,2,1,11,14,0.0
15,252,2,2,11,14,0.0
15,252,2,3,11,14,0.0
15,252,2,4,11,14,0.0
16,253,1,0,11,23,0.0
16,253,1,1,11,23,0.0
16,253,1,2,11,23,0.0
16,253,1,3,11,23,0.0
16,253,1,4,11,23,0.0
16,253,2,0,11,23,1.0
16,253,2,1,11,23,0.0
16,253,2,2,11,23,0.0
16,253,2,3,11,23,0.0
16,253,2,4,11,23,0.0
17,254,1,0,11,19,0.0
17,254,1,1,11,19,0.0
17,254,1,2,11,19,0.0
17,254,1,3,11,19,0.0
17,254,1,4,11,19,0.0
17,254,2,0,11,19,1.0
17,254,2,1,11,19,0.0
17,254,2,2,11,19,0.0
17,254,2,3,11,19,0.0
17,254,2,4,11,19,0.0
18,255,1,0,11,15,0.0
18,255,1,1,11,15,0.0
18,255,1,2,11,15,0.0
18,255,1,3,11,15,0.0
18,255,1,4,11,15,0.0
18,255,2,0,11,15,1.0
18,255,2,1,11,15,0.0
18,255,2,2,11,15,0.0
18,255,2,3,11,15,0.0
18,255,2,4,11,15,0.0
19,256,1,0,11,13,0.0
19,256,1,1,11,13,0.0
19,256,1,2,11,13,0.0
19,256,1,3,11,13,0.0
19,256,1,4,11,13,0.0
19,256,2,0,11,13,1.0
19,256,2,1,11,13,0.0
19,256,2,2,11,13,0.0
19,256,2,3,11,13,0.0
19,256,2,4,11,13,0.0
20,257,1,0,11,20,0.0
20,257,1,1,11,20,1.0
20,257,1,2,11,20,0.0
20,257,1,3,11,20,0.0
20,257,1,4,11,20,0.0
20,257,2,0,11,20,0.0
20,257,2,1,11,20,0.0
